Y,X1,X2,X3
17094144,48,496,718
32032182,102,493,637
9240000,24,440,875
35304360,106,390,854
5912984,22,406,662
102702144,282,599,608
13903416,37,408,921
83498844,197,494,858
89276460,197,546,830
116295300,300,561,691
93729636,273,396,867
8790228,27,409,796
95540250,239,533,750
82600410,290,361,789
53013100,245,310,698
5191120,17,440,694
57589543,149,451,857
84314152,206,463,884
40631058,177,327,702
79052688,234,349,968
23353602,103,318,713
89108220,255,398,878
127675392,278,552,832
2658000,10,443,600
28703808,84,452,756
95673065,215,479,929
19226186,67,398,721
33398140,145,356,647
1894095,7,315,859
21048720,44,510,938
64841832,171,556,682
0,0,340,737
89091552,264,478,706
902880,2,513,880
143236800,300,588,812
135054120,277,510,956
73605168,168,533,822
13381200,42,450,708
41268486,147,359,782
122384292,274,493,906
30595840,80,424,902
52601296,248,341,622
69636112,169,566,728
19927275,43,555,835
35252010,81,534,815
45883068,154,391,762
46499544,234,329,604
30774000,100,446,690
19760312,46,572,751
237405,1,323,735
16874620,35,514,938
67424448,227,416,714
17649632,44,406,988
110616528,264,547,766
8951008,32,431,649
103223624,278,596,623
32249144,94,398,862
10859450,25,437,994
42249240,141,454,660
88594800,210,424,995
17258496,64,318,848
60810750,135,585,770
58406400,156,450,832
40532558,127,326,979
47565063,117,567,717
76636096,157,526,928
67384370,235,311,922
19941336,54,452,817
53498364,129,521,796
66328575,215,471,655
16568608,38,476,916
91454400,240,438,870
29713044,73,428,951
43721028,103,468,907
11723950,41,301,950
99780174,243,442,929
54187200,160,355,954
951264,4,367,648
41917500,125,414,810
110584656,232,546,873
52987608,194,324,843
66484800,114,600,972
115131192,283,506,804
12838692,46,362,771
27714600,90,445,692
64896552,266,324,753
77901230,253,410,751
47374800,110,582,740
49098420,180,419,651
66633912,268,342,727
6673800,15,454,980
16578072,49,444,762
64573488,188,522,658
96585740,257,437,860
46524672,106,508,864
20951490,59,570,623
4363920,19,360,638
66099296,188,568,619
94304508,202,597,782
63356154,181,454,771
64030720,208,370,832
0,0,467,831
45632310,139,353,930
99807488,268,529,704
32586840,117,440,633
35091784,104,413,817
10880448,24,488,929
69520425,195,565,631
105530854,263,506,793
112934500,250,574,787
31696224,96,467,707
17080752,62,312,883
68799068,221,349,892
43189216,202,332,644
52186970,134,485,803
39547968,111,586,608
16750500,65,300,859
67328604,222,498,609
96890310,285,374,909
10690800,25,453,944
18679584,56,361,924
99495585,279,443,805
105502000,290,425,856
48072318,133,563,642
18575200,50,434,856
57349980,190,409,738
121191920,283,505,848
41482848,132,326,964
30274200,132,330,695
43947904,176,364,686
72483084,279,428,607
82914048,212,504,776
56472000,181,325,960
47827920,168,415,686
14934507,29,537,959
133444216,284,478,983
36751320,90,597,684
100874466,231,438,997
40902464,148,368,751
9169955,31,335,883
18288072,54,358,946
53452728,126,436,973
48134262,111,506,857
154985040,294,552,955
46146568,221,344,607
81491229,201,447,907
35393192,151,353,664
90569000,235,410,940
88761795,219,515,787
58234750,214,311,875
21549000,110,300,653
61693632,182,396,856
38320560,90,471,904
89644128,236,392,969
95713830,223,502,855
20619872,52,584,679
57616650,270,335,637
88444224,198,594,752
85925346,202,507,839
17859772,38,569,826
33893750,170,319,625
80599584,272,377,786
48566945,133,367,995
17088560,40,454,941
14567280,40,483,754
49985100,187,396,675
65337701,143,569,803
74165322,154,497,969
80615304,216,407,917
81057900,220,435,847
53912848,148,487,748
75143680,128,596,985
1677186,6,459,609
97015520,266,388,940
0,0,438,996
7633440,15,513,992
54109384,124,497,878
1756328,4,553,794
4338455,11,505,781
41309100,158,415,630
66399300,220,353,855
57793230,198,435,671
99804876,282,569,622
51359880,143,492,730
17772480,33,561,960
47446452,249,316,603
13901580,51,385,708
0,0,584,839
18014288,68,412,643
0,0,306,629
38132380,67,572,995
33747363,117,323,893
82814950,202,529,775
137001984,256,554,966
89432070,287,390,799
4445568,12,454,816
93541920,230,592,687
132673669,229,593,977
1488960,4,440,846
44256180,202,327,670
21237004,92,359,643
4134240,11,480,783
48678084,127,546,702
15692670,54,361,805
84830025,175,563,861
103998594,199,541,966
70638957,207,401,851
78455520,176,585,762
29988000,63,476,1000
6023088,12,554,906
2906932,7,527,788
37199740,134,355,782
89685015,295,467,651
39850720,130,322,952
48787506,219,347,642
6107556,13,476,987
70056000,140,600,834
7966200,17,600,781
5681680,29,310,632
57439368,201,378,756
125098584,282,494,898
31368600,120,333,785
36261510,102,485,733
4368644,14,434,719
64778714,209,338,917
61526196,138,558,799
78441780,233,362,930
34939905,77,507,895
85939040,242,368,965
72527098,167,469,926
34970598,149,354,663
68216850,207,338,975
96236436,202,586,813
123937506,287,594,727
55291600,217,364,700
4533624,18,417,604
120552432,286,546,772
98695072,244,434,932
30671400,85,465,776
60072080,218,332,830
56105280,242,315,736
3927555,15,423,619
53323018,166,421,763
24645620,127,310,626
11309522,34,427,779
35123256,84,454,921
66631040,160,556,749
120601656,279,581,744
16140880,41,518,760
95100003,173,593,927
87770277,183,483,993
15265008,36,506,838
80203200,210,434,880
31303260,81,452,855
32216598,127,306,829
53464460,194,310,889
73521732,166,582,761
30126789,129,337,693
0,0,424,925
34292160,98,405,864
43489215,163,315,847
46512180,169,417,660
52164000,180,315,920
38378340,90,546,781
100763460,266,414,915
40921088,116,424,832
39490560,144,320,857
71031576,209,408,833
73079836,181,523,772
16254000,50,420,774
64321800,177,395,920
9610542,29,342,969
84461916,209,566,714
31761600,80,509,780
88862400,264,374,900
28666638,63,473,962
113995917,251,567,801
7880082,21,547,686
50195412,157,321,996
79784133,143,583,957
25320750,91,318,875
55809000,156,375,954
35778625,85,565,745
36480000,192,304,625
75396384,224,447,753
10955736,29,396,954
41991936,84,584,856
78360051,183,469,913
43487598,119,539,678
79525152,189,487,864
44115840,90,592,828
63454240,230,344,802
82441152,171,496,972
46903077,117,541,741
53596176,139,464,831
40951404,169,381,636
100458636,263,458,834
97375185,249,435,899
29119248,116,342,734
1480920,8,301,615
49118160,156,346,910
228750,1,366,625
60312924,126,522,917
6586356,21,356,881
24800960,68,388,940
42538572,93,564,811
6403782,14,501,913
27633795,131,343,615
30172800,75,449,896
73258720,163,530,848
27167658,98,307,903
78704640,224,576,610
85905414,241,483,738
109559700,285,447,860
43810200,105,456,915
17255952,48,371,969
25891110,95,441,618
101642500,250,545,746
81142236,171,588,807
112149504,256,566,774
69238416,244,321,884
1763442,9,313,626
12974240,40,524,619
45884904,123,442,844
95101160,242,490,802
68640518,283,346,701
111181356,299,594,626
108965964,237,548,839
140023392,296,499,948
35468460,170,346,603
49510923,147,457,737
10081968,26,453,856
72757552,206,476,742
122522400,272,495,910
9759573,29,549,613
0,0,317,993
8206200,15,564,970
3766070,14,365,737
46160892,236,309,633
17964870,77,303,770
52497445,143,595,617
24128160,80,334,903
120651256,248,517,941
42900480,120,384,931
91533222,261,418,839
76381578,211,442,819
59387328,176,364,927
35297426,131,398,677
131512680,290,513,884
21007616,64,532,617
20646720,67,320,963
31863040,88,365,992
14995320,40,417,899
24064950,82,301,975
41201720,164,370,679
130616250,250,571,915
93853305,287,507,645
72117540,209,426,810
119309000,229,521,1000
114682392,297,558,692
98664192,288,458,748
58433376,151,556,696
26486214,93,314,907
42194880,105,598,672
44904552,188,329,726
8844675,21,425,991
40135824,111,496,729
72537390,265,333,822
75366009,207,577,631
19683924,58,458,741
122738616,286,468,917
32182920,110,378,774
67439736,117,584,987
34425000,75,510,900
54648000,200,360,759
109353747,283,453,853
107757570,258,515,811
145416120,282,590,874
145239250,290,575,871
47051928,126,492,759
52752000,157,400,840
33107500,125,410,646
43025892,93,574,806
40974408,109,454,828
50459850,126,415,965
119817870,239,510,983
52540852,107,532,923
46885734,178,339,777
56587623,159,479,743
39024440,182,302,710
23731048,58,547,748
82514328,282,331,884
132085723,287,473,973
26460350,95,322,865
43678698,203,329,654
60924816,177,568,606
34372800,120,420,682
79616832,232,543,632
80058780,255,486,646
40118624,92,599,728
84656544,224,479,789
63445200,168,581,650
33449472,102,366,896
32996700,121,303,900
97132266,277,506,693
81294932,262,334,929
55783112,154,548,661
112886940,246,545,842
80312960,280,394,728
3933600,11,480,745
44965410,105,554,773
22314096,63,471,752
103083750,238,495,875
41092570,139,470,629
58112326,167,514,677
75881124,188,453,891
3855600,14,300,918
97126425,275,381,927
58391685,187,405,771
64729200,170,456,835
79782360,259,408,755
37641672,153,402,612
35357630,110,329,977
69914880,153,480,952
15329300,70,359,610
112009260,298,561,670
97253124,289,348,967
101342725,275,401,919
73053750,275,350,759
57699328,116,536,928
56472636,253,356,627
848456,2,436,973
54761454,99,578,957
89080887,217,579,709
43642368,154,432,656
78938020,245,518,622
51535440,216,330,723
8886240,30,363,816
93154880,260,392,914
77734800,220,468,755
76919125,233,475,695
103743639,279,391,951
14528640,47,368,840
65896452,137,558,862
69961800,190,570,646
2912320,8,380,958
7268800,16,590,770
17432535,47,395,939
15992900,67,341,700
66654960,155,578,744
30620028,71,433,996
89295096,291,317,968
81928950,255,445,722
17945424,42,456,937
69389460,270,406,633
75982080,240,376,842
25947768,114,308,739
43470856,143,481,632
42864228,114,594,633
11994360,30,436,917
38394135,117,393,835
24738880,64,485,797
56095182,247,341,666
5622372,18,518,603
59625990,171,354,985
37122452,139,373,716
17810901,43,529,783
49684134,122,453,899
14596200,36,450,901
38817072,84,582,794
53972568,149,559,648
69379200,135,584,880
44776920,114,410,958
108265248,234,567,816
31680512,64,496,998
18988320,51,416,895
35936992,98,559,656
48875895,123,449,885
90313860,260,357,973
6968700,25,356,783
121307274,246,561,879
59412240,228,303,860
35621676,94,569,666
50358760,136,515,719
37647360,160,344,684
69038347,223,329,941
102213000,300,554,615
10479216,24,446,979
3959616,8,503,984
23838588,73,386,846
3474510,13,302,885
92156944,176,593,883
126911400,300,469,902
38586340,73,535,988
95040750,215,525,842
68846544,156,468,943
40174341,129,443,703
40610700,169,356,675
49964870,155,499,646
122170152,222,557,988
123536556,247,594,842
29760192,122,336,726
57628016,197,376,778
78714720,285,336,822
19685056,64,311,989
50392300,193,350,746
40962240,144,330,862
9796500,42,375,622
112747140,228,495,999
66947089,253,361,733
101758680,285,522,684
12480480,54,321,720
49474656,154,414,776
58311000,165,456,775
36698034,123,482,619
7334208,17,576,749
51300784,124,586,706
9686544,21,508,908
53857292,116,527,881
81984312,243,466,724
74347000,215,350,988
53970000,105,514,1000
51798456,153,404,838
9322488,36,371,698
27730000,50,590,940
97957314,234,553,757
98059780,245,559,716
11925466,34,563,623
7824880,28,314,890
42118839,171,317,777
43412040,107,588,690
16038648,36,477,934
60326088,246,404,607
80805231,249,471,689
82396600,215,536,715
114194393,227,587,857
39268320,182,348,620
31774098,82,569,681
19557650,38,595,865
78302000,245,340,940
8179875,25,495,661
47647958,142,347,967
64833210,282,351,655
70779720,172,473,870
50133750,145,375,922
146757000,265,568,975
78281770,157,595,838
80742144,256,483,653
85041000,250,396,859
30502420,103,340,871
84205737,207,587,693
22393140,111,308,655
21503640,68,381,830
43320200,194,319,700
37566144,126,352,847
76028529,239,321,991
3763965,15,349,719
60145184,136,506,874
20770344,63,482,684
59097600,228,405,640
74648700,205,595,612
100102800,300,476,701
2757600,9,383,800
64047024,216,342,867
57100260,138,514,805
45363888,142,348,918
10361520,30,351,984
95212656,277,496,693
75773178,207,507,722
76974261,161,507,943
75384540,196,407,945
21605760,93,330,704
36485106,147,386,643
3922758,7,573,978
85500480,255,338,992
31612200,118,300,893
33257448,126,437,604
49805840,151,532,620
68669100,174,450,877
61486648,271,359,632
66256344,209,444,714
54785900,148,425,871
29031324,84,509,679
16224000,60,416,650
66598152,206,348,929
28965154,74,509,769
40896900,99,450,918
59235120,138,438,980
93456376,298,481,652
34813674,69,586,861
31116704,82,592,641
57601488,251,336,683
5241088,16,472,694
63730192,202,349,904
126145355,217,595,977
32074336,62,596,868
42707336,146,434,674
3090906,13,357,666
81213874,263,322,959
27237496,58,572,821
35850255,105,421,811
46087380,109,522,810
5187756,14,453,818
5107146,22,347,669
48569840,110,569,776
100561470,281,453,790
26004910,89,305,958
12647880,42,478,630
8475516,28,303,999
23316480,44,552,960
45066780,110,562,729
48078360,99,568,855
14429556,37,414,942
26038380,111,370,634
39365558,101,458,851
41227550,130,455,697
62091078,217,309,926
9480373,19,599,833
4102128,12,366,934
13264950,30,463,955
63200592,234,424,637
311640,1,318,980
5633376,28,332,606
27694872,81,541,632
70713216,296,378,632
18450040,40,503,917
58968648,204,303,954
70775640,195,426,852
94099168,212,452,982
13736844,54,373,682
36182384,133,347,784
78811895,263,365,821
66617496,209,456,699
134075656,286,503,932
63499520,266,320,746
12160308,31,582,674
81497832,277,312,943
37305216,94,424,936
19119318,47,449,906
23619825,45,565,929
93636776,236,566,701
58823424,176,528,633
48621700,148,425,773
53148956,134,574,691
73390336,236,344,904
122927857,293,547,767
54925437,159,427,809
57650754,147,514,763
63190400,155,448,910
22145728,88,332,758
72347002,221,469,698
103041180,285,363,996
41426770,146,469,605
69909576,222,421,748
109078788,202,546,989
93795800,170,563,980
82389580,223,455,812
102599238,294,461,757
36268641,123,489,603
84914235,157,595,909
36144870,79,505,906
141820497,293,591,819
15986048,64,338,739
14795928,42,372,947
107201160,220,506,963
55000970,134,515,797
90762048,248,408,897
898128,2,594,756
85107800,205,428,970
103203747,257,417,963
63735051,229,339,821
33097680,108,308,995
62668896,218,452,636
44997876,147,396,773
92646600,170,586,930
42600800,110,412,940
46340280,105,518,852
143779767,267,599,899
27454791,79,399,871
68372604,158,522,829
78091200,174,510,880
70507368,216,449,727
710220,2,445,798
29490912,58,528,963
88490752,226,437,896
84214080,270,361,864
62033328,133,492,948
91906850,233,490,805
29518200,92,345,930
39502125,111,375,949
32287500,175,300,615
42441210,101,522,805
1176081,3,439,893
32463956,83,427,916
27876744,126,358,618
20233598,74,371,737
65571696,148,558,794
17523968,44,508,784
119027538,279,434,983
1264840,4,515,614
71327971,187,481,793
32325200,100,422,766
31757544,72,481,917
90973890,294,421,735
79464000,224,375,946
63955520,157,536,760
82448685,155,597,891
34289920,86,448,890
60789300,195,436,715
13891280,37,494,760
90631564,262,514,673
133003360,298,560,797
25681926,109,321,734
15515136,28,576,962
110378240,224,508,970
13146030,45,362,807
55854838,257,338,643
43237260,87,502,990
57220800,208,300,917
21910824,117,306,612
36862875,155,315,755
57703688,284,322,631
38166677,109,487,719
26944344,63,554,772
59350860,180,393,839
2296368,8,431,666
29168139,91,363,883
9040000,32,452,625
107981952,291,446,832
65587500,265,330,750
41045616,207,306,648
22676500,62,385,950
81406248,217,392,957
67518414,282,333,719
66605504,268,317,784
131373125,247,575,925
85000748,238,566,631
90140400,240,511,735
60633144,151,429,936
20318125,59,475,725
123692184,259,536,891
55755600,150,388,958
36765696,88,544,768
87294076,293,353,844
24126336,54,537,832
66491712,189,478,736
40881348,108,411,921
21238656,57,568,656
59822700,175,467,732
41498644,121,358,958
49158192,244,326,618
31525344,137,376,612
42375744,137,358,864
33189120,67,576,860
66734420,265,401,628
7352268,22,438,763
53647360,169,512,620
4909684,13,526,718
35656704,146,384,636
54399600,115,540,876
94526874,249,471,806
72593636,223,388,839
59058720,279,336,630
64770160,248,410,637
103978080,284,565,648
74253725,257,455,635
25763067,99,433,601
42787108,94,533,854
47842080,164,374,780
12868440,52,365,678
45353061,117,471,823
47070400,146,403,800
72345795,159,505,901
32475136,128,404,628
38886540,133,330,886
46292400,140,396,835
132304370,278,509,935
13644675,37,447,825
108659920,272,545,733
23796344,62,484,793
65922070,149,586,755
51038540,167,413,740
15229500,66,355,650
80207040,215,402,928
69668280,241,396,730
1630656,6,304,894
42311280,124,363,940
12355740,36,435,789
73991490,222,349,955
31796975,131,365,665
28956906,123,369,638
54905760,156,420,838
19099017,63,417,727
25300080,104,318,765
10210473,39,411,637
49153600,124,400,991
51943437,189,377,729
34418995,97,515,689
36079236,102,387,914
92756664,182,594,858
73718556,228,367,881
42221007,81,593,879
91214350,239,449,850
17321850,63,450,611
158642400,285,560,994
63085712,122,593,872
89896188,244,381,967
84126900,159,572,925
51414192,146,402,876
49494720,129,545,704
42916041,133,513,629
12923298,51,314,807
23527350,70,485,693
3954236,11,403,892
19391946,42,497,929
34841008,86,569,712
66449484,207,482,666
45223208,146,367,844
47145408,212,339,656
61543638,117,573,918
53755132,179,386,778
98502726,274,371,969
4280094,9,546,871
27862968,87,532,602
59192364,282,319,658
56836080,120,537,882
114551290,278,427,965
32140048,106,502,604
95274322,197,494,979
8508942,26,527,621
8003826,19,522,807
102795720,271,545,696
21746010,55,411,962
1391808,6,352,659
13492680,30,458,982
58415400,166,510,690
35445748,101,397,884
8409060,31,411,660
96797064,188,598,861
31273858,77,469,866
20817972,54,411,938
105456240,298,360,983
15995969,61,341,769
87249159,151,589,981
26145840,60,553,788
90966400,248,524,700
81121792,269,304,992
46846800,156,455,660
153230200,290,580,911
77287938,273,353,802
54831150,159,475,726
86709480,260,489,682
5771088,18,366,876
63779352,247,406,636
107740050,230,501,935
91816272,236,404,963
21690990,81,439,610
6825392,14,596,818
83293900,155,554,970
43616532,158,331,834
84451674,218,417,929
73797465,267,371,745
22408680,70,518,618
22152700,83,340,785
7430514,21,403,878
45163440,174,315,824
94132540,235,478,838
9288731,43,337,641
3239600,10,455,712
85458940,203,434,970
31959000,106,402,750
69208230,202,455,753
5050512,16,433,729
10866231,27,461,873
22580716,59,587,652
1574560,5,416,757
28823520,60,583,824
66618440,140,574,829
46728900,135,540,641
125364944,292,593,724
37332936,142,327,804
40117504,112,367,976
16566138,59,342,821
84683742,229,431,858
2023842,6,433,779
26014182,122,339,629
42623658,187,378,603
74502015,203,569,645
62199774,127,598,819
68050422,198,391,879
17981250,50,411,875
67873680,252,402,670
26618067,63,449,941
46722110,113,478,865
64279358,286,317,709
81390510,226,477,755
39803400,75,546,972
57587040,232,394,630
102011520,195,536,976
127008864,274,464,999
13437900,30,567,790
70866512,193,433,848
91250730,285,438,731
37470885,79,515,921
71069190,191,395,942
39357968,92,494,866
1669500,6,371,750
98838145,245,569,709
9898724,44,367,613
6547500,15,450,970
81936260,238,398,865
44077396,121,487,748
69303414,186,409,911
21083349,73,357,809
67039478,257,334,781
25770960,82,405,776
53184040,182,380,769
68165019,221,387,797
24705016,49,589,856
66227310,215,314,981
82970880,186,544,820
75888960,192,491,805
130151700,283,525,876
114470928,286,408,981
43140240,165,312,838
11684400,30,428,910
68894280,260,378,701
128204856,267,494,972
60409800,113,600,891
52188864,206,364,696
67864160,295,364,632
47872800,90,545,976
111960380,212,553,955
22937040,112,333,615
25363800,90,308,915
5877300,13,548,825
27125540,85,323,988
24213030,57,535,794
14675958,54,341,797
127003400,235,590,916
123356520,252,518,945
14352628,31,566,818
57736692,221,369,708
9432192,42,352,638
28713447,81,569,623
72242080,293,335,736
57255360,129,584,760
69822720,190,576,638
40305708,108,493,757
50986692,97,558,942
68648482,289,329,722
20629575,75,331,831
100582008,284,402,881
84679200,240,570,619
124611570,282,445,993
67999932,286,357,666
34233850,157,350,623
63945000,252,350,725
16846648,52,511,634
66174615,155,533,801
19428552,78,306,814
33806080,98,448,770
54868800,284,322,600
81649232,244,476,703
47342208,97,492,992
22501728,92,387,632
5250960,15,374,936
70796349,243,307,949
5661105,23,305,807
18524220,68,381,715
55069740,165,508,657
3272500,11,340,875
73755460,283,415,628
66008250,175,594,635
118443870,265,558,801
86176816,193,472,946
12363876,43,441,652
109836720,266,558,740
45124200,110,430,954
60448320,144,556,755
12524271,53,347,681
91363800,254,436,825
59306256,216,402,683
51555000,125,491,840
58109766,242,393,611
20459256,62,514,642
35868426,93,517,746
7784832,22,582,608
52254720,192,420,648
34093080,90,581,652
19627608,52,418,903
66767175,215,515,603
93412620,238,445,882
85773600,270,361,880
59497472,128,599,776
25168440,60,506,829
57109416,156,553,662
55017816,159,518,668
89998890,213,470,899
120496816,253,578,824
60558966,159,494,771
126916174,278,539,847
66018645,297,365,609
4778444,11,446,974
74913300,235,385,828
93725632,247,484,784
71654660,238,385,782
8134084,28,449,647
24197480,94,305,844
124836072,241,573,904
22127472,69,524,612
44234775,195,355,639
55016462,149,523,706
74339448,201,557,664
26543564,62,454,943
84826840,226,383,980
96787035,233,459,905
24774600,50,526,942
4200317,11,421,907
7671972,22,399,874
2705976,7,504,767
71298045,195,483,757
76492500,250,434,705
105215040,204,560,921
17276220,46,585,642
34802680,110,437,724
88269525,225,491,799
100791530,203,574,865
88419972,282,422,743
64654800,258,358,700
50887200,182,300,932
85077531,293,419,693
10045368,18,566,986
81339024,222,542,676
111597800,271,580,710
81727104,232,358,984
582560,2,440,662
9864585,45,353,621
16953958,53,511,626
55717770,123,485,934
73099100,188,515,755
12372360,65,309,616
56255320,197,440,649
78119721,159,587,837
3202119,9,509,699
75822971,149,523,973
9573228,27,469,756
10564323,21,551,913
58332120,214,413,660
65334230,235,442,629
9079772,26,566,617
58382688,164,546,652
43514856,154,334,846
117195056,218,596,902
151154460,258,590,993
103203360,240,447,962
63504700,175,514,706
30890512,118,344,761
50607500,155,500,653
54844608,182,438,688
30238560,88,414,830
1341510,3,485,922
75321504,184,548,747
62610048,138,544,834
11500269,29,591,671
41687496,127,423,776
67454640,167,495,816
22228368,59,501,752
28629120,104,370,744
88847550,193,594,775
99273960,232,555,771
49496460,178,403,690
11221335,27,515,807
78785724,188,489,857
32175360,84,504,760
62771345,247,371,685
67627275,145,527,885
81733212,142,594,969
88457578,209,431,982
57390165,223,387,665
44036300,100,539,817
38594010,105,422,871
105732276,271,492,793
114202668,277,564,731
60421140,285,351,604
19599800,55,590,604
126219600,261,520,930
17784000,75,380,624
11920128,34,528,664
56965728,246,328,706
32168880,60,562,954
38381112,129,322,924
64746300,222,475,614
48511125,117,535,775
9684900,51,300,633
64250915,233,421,655
88257728,188,488,962
71747856,207,464,747
62538750,153,545,750
114775296,272,596,708
59206464,216,376,729
36916880,110,461,728
10860588,27,443,908
21705606,74,327,897
66006850,178,455,815
26840240,82,334,980
3938823,21,309,607
22138424,44,581,866
68305184,136,521,964
79935660,266,378,795
4664160,20,316,738
4368800,16,430,635
148505360,292,590,862
9646308,42,379,606
56241540,149,540,699
39500706,161,309,794
36474304,74,584,844
40554984,141,458,628
86656640,203,464,920
122513264,233,557,944
89273970,249,510,703
40817985,115,479,741
13046616,34,418,918
24177285,99,335,729
59543316,226,369,714
30640800,96,425,751
57718409,259,317,703
10158288,42,392,617
9940800,30,545,608
54027792,147,589,624
102786498,223,522,883
44708976,108,494,838
84310056,177,534,892
0,0,567,859
67550280,235,406,708
51608736,204,381,664
30938000,100,499,620
90769536,232,418,936
85664124,273,474,662
57796128,172,359,936
78398320,242,445,728
38812554,171,362,627
38088000,75,552,920
19303620,59,410,798
49937175,135,443,835
52299325,155,377,895
46022256,162,456,623
46370304,144,464,694
146283420,258,590,961
65083200,195,448,745
91121400,284,414,775
79320072,278,372,767
16278867,33,531,929
69094580,274,334,755
115353840,272,577,735
68111010,255,342,781
66808560,182,460,798
32527465,107,373,815
109817422,242,521,871
91215408,268,452,753
31095664,146,337,632
100767624,188,569,942
54938360,139,482,820
36202452,73,561,884
84803040,224,537,705
32017680,81,540,732
50899900,142,535,670
47097504,228,302,684
69465600,160,536,810
32338488,102,364,871
42516144,92,594,778
67949280,245,321,864
16336320,68,390,616
64869376,143,512,886
6906900,15,506,910
21445200,45,518,920
31368024,116,362,747
96347280,254,436,870
25112640,101,336,740
40604616,142,338,846
24487596,81,413,732
47153400,150,412,763
51527776,149,404,856
31296031,131,391,611
911328,3,352,863
79964668,238,466,721
9891150,47,305,690
12627396,47,439,612
44824920,146,357,860
55183280,148,412,905
71720016,268,348,769
84010608,213,528,747
10402910,35,353,842
3893032,13,451,664
49618830,139,489,730
40262400,120,360,932
109926000,250,558,788
77682540,188,507,815
21457710,59,405,898
43698690,126,367,945
50087466,198,377,671
81251520,214,560,678
1125350,5,317,710
15205608,44,526,657
9549540,26,477,770
63735392,278,368,623
7652890,17,590,763
88602489,283,387,809
66137526,126,559,939
96798240,180,582,924
14436576,33,441,992
65272662,222,359,819
121156476,287,554,762
7115500,14,535,950
9189072,18,534,956
28596645,81,385,917
63980280,189,372,910
106575000,245,600,725
25791876,99,341,764
22531950,46,525,933
27808000,64,550,790
12879828,52,377,657
47582960,205,356,652
64937740,268,301,805
29469440,104,322,880
78192816,208,447,841
76269270,241,462,685
68200620,155,444,991
112944260,299,404,935
116183900,245,524,905
58446765,221,405,653
12610052,52,343,707
106857036,221,484,999
82186410,177,590,787
37856340,146,430,603
17347568,58,392,763
88409475,175,567,891
123609804,257,538,894
21919968,56,393,996
8736030,30,339,859
13026816,33,512,771
47547500,209,325,700
52000074,174,321,931
19282320,60,452,711
60815760,129,568,830
89118690,206,453,955
85084335,245,423,821
48652350,129,397,950
76274432,164,559,832
31399875,95,339,975
60447376,227,356,748
8696160,36,360,671
63093681,219,357,807
86195752,277,401,776
68011380,290,387,606
3070275,13,335,705
56312740,253,310,718
46050950,101,550,829
39583080,162,380,643
88907112,254,463,756
81087318,278,351,831
44275374,143,334,927
4389840,18,364,670
12893400,38,522,650
35686400,170,328,640
17802200,65,334,820
32814595,121,365,743
28951065,99,409,715
84031290,173,514,945
46221300,102,477,950
85062075,259,453,725
46137344,128,512,704
37069760,152,364,670
73071416,209,548,638
1930656,7,408,676
48323000,125,506,764
45427536,132,476,723
71423040,260,354,776
122809512,296,483,859
23955048,78,342,898
88080300,275,372,861
54688389,129,497,853
12061764,33,468,781
77303460,276,403,695
39922740,90,517,858
56937170,181,379,830
74469780,126,597,990
26680586,82,331,983
65782860,170,429,902
58555890,127,470,981
129800286,231,589,954
55056204,138,483,826
107570400,280,570,674
15449280,35,528,836
85997504,233,584,632
20974800,77,300,908
36642348,108,491,691
96568038,287,558,603
122299200,288,447,950
75600216,261,447,648
39128832,136,324,888
14411012,44,497,659
54829467,177,447,693
33013488,152,318,683
64988000,175,440,844
5759680,20,439,656
91057368,184,563,879
46772803,107,539,811
15289260,60,413,617
48849472,98,592,842
36889875,125,363,813
90464640,212,480,889
19996949,49,457,893
41450624,86,544,886
101047947,247,539,759
21420480,60,421,848
21209370,39,595,914
53553430,185,322,899
80842914,282,477,601
2893176,11,312,843
51594840,132,430,909
2156310,5,494,873
32438640,74,520,843
101251150,289,455,770
47126976,158,312,956
63764750,175,415,878
46732165,199,335,701
114921354,274,557,753
69833742,131,591,902
3390768,12,423,668
53235560,196,346,785
32953744,79,496,841
101562216,258,476,827
70735028,221,497,644
90534780,258,557,630
16784394,61,363,758
37416456,99,476,794
35794928,106,442,764
53646968,136,433,911
91201968,234,473,824
96827328,193,536,936
82154919,253,329,987
71759061,249,451,639
75282480,168,585,766
58832060,166,415,854
71436924,146,533,918
3115305,9,535,647
87196128,276,391,808
51549390,265,321,606
29201686,113,314,823
40832176,121,524,644
17932460,70,334,767
67469160,264,395,647
17599110,59,489,610
41668550,79,550,959
411600,1,490,840
57758504,293,328,601
40868088,159,356,722
30233088,72,432,972
19508775,39,535,935
131218450,253,575,902
110274936,269,456,899
55414886,151,562,653
100147271,259,433,893
3533094,9,593,662
19871670,65,406,753
19215044,53,389,932
74998676,236,337,943
139953528,276,591,858
77973948,237,342,962
1530756,6,421,606
52280136,177,372,794
8938566,26,459,749
21790336,43,592,856
62661120,160,492,796
85149792,252,456,741
86896128,296,417,704
59505435,171,495,703
32142360,139,328,705
31931928,84,441,862
75922134,223,358,951
60311784,166,442,822
49744584,184,323,837
85412502,186,591,777
61722630,215,369,778
2746260,6,570,803
87669155,283,371,835
50691768,116,519,842
4914360,22,365,612
148049451,297,571,873
14781080,40,449,823
72494490,290,309,809
32732910,105,414,753
55429920,235,312,756
121253000,275,584,755
75874050,259,350,837
84362160,232,527,690
74904984,264,413,687
29123280,97,360,834
80321857,233,407,847
45023697,163,423,653
